target,horizon,feature,abs_corr,mutual_info,lasso_selection_frequency,rank_score
CPIAUCSL,3,IPDMAT,0.01404769486762644,0.0,0.05128205128205128,0.1680327868852459
CPIAUCSL,3,IPDCONGD,0.012296779221010488,0.0,0.02564102564102564,0.13934426229508198
CPIAUCSL,3,UEMPLT5,0.006396605531129503,0.0,0.05128205128205128,0.13524590163934425
CPIAUCSL,3,UEMP15T26,0.005358812225997485,0.0,0.0,0.06830601092896176
CPIAUCSL,3,USCONS,0.0017806725706617482,0.0,0.0,0.06284153005464481
CPIAUCSL,3,CUMFNS,0.0011313409071951007,0.0,0.0,0.057377049180327856
CPIAUCSL,6,T5YFFM,0.44375656857046886,0.2907642933905552,0.9487179487179487,0.9740437158469945
CPIAUCSL,6,BUSINVx,0.42609940309258293,0.1926709426253983,1.0,0.953551912568306
CPIAUCSL,6,COMPAPFFx,0.3985668092803882,0.22422377225247692,0.9230769230769231,0.9453551912568307
CPIAUCSL,6,TB3SMFFM,0.5009015306703156,0.23907483872130886,0.6923076923076923,0.9453551912568305
CPIAUCSL,6,CES0600000007,0.36536447962097207,0.21208893838589393,0.8974358974358975,0.9289617486338798
CPIAUCSL,6,AWHMAN,0.3800877435269771,0.18339698307484031,0.8461538461538461,0.9153005464480874
CPIAUCSL,6,HOUSTMW,0.29284775984044276,0.14900654051479867,0.9487179487179487,0.905737704918033
CPIAUCSL,6,AAAFFM,0.5102538668243357,0.3829072907844413,0.4358974358974359,0.8825136612021858
CPIAUCSL,6,T1YFFM,0.3565699321586517,0.261473986719011,0.48717948717948717,0.8756830601092896
CPIAUCSL,6,AMDMUOx,0.2955438734771236,0.09905160743302854,0.9487179487179487,0.8756830601092895
CPIAUCSL,6,PERMITNE,0.15941895353581922,0.19644642952252056,0.717948717948718,0.8674863387978142
CPIAUCSL,6,PERMITMW,0.2126201571655077,0.17440495135369094,0.6153846153846154,0.860655737704918
CPIAUCSL,6,USWTRADE,0.22597139110544914,0.10483688458718454,0.9230769230769231,0.8551912568306012
CPIAUCSL,6,USFIRE,0.24924425307682693,0.09769565938645197,0.6410256410256411,0.8265027322404371
CPIAUCSL,6,M2REAL,0.22489247318873032,0.0654812978200976,0.9487179487179487,0.8101092896174865
